0 1.1
0.00134 1.1
0.00268 1.09997
0.00402 1.09991
0.00536 1.09981
0.0067 1.09969
0.00804 1.09953
0.00938 1.09934
0.01072 1.09912
0.01206 1.09887
0.0134 1.09859
0.01474 1.09827
0.01608 1.09793
0.01742 1.09755
0.01876 1.09714
0.0201 1.0967
0.02144 1.09623
0.02278 1.09573
0.02412 1.0952
0.02546 1.09463
0.0268 1.09404
0.02814 1.09341
0.02948 1.09275
0.03082 1.09206
0.03216 1.09134
0.0335 1.09059
0.03484 1.08981
0.03618 1.08899
0.03752 1.08815
0.03886 1.08727
0.0402 1.08636
0.04154 1.08542
0.04288 1.08445
0.04422 1.08345
0.04556 1.08241
0.0469 1.08135
0.04824 1.08025
0.04958 1.07913
0.05092 1.07797
0.05226 1.07678
0.0536 1.07556
0.05494 1.07431
0.05628 1.07303
0.05762 1.07172
0.05896 1.07037
0.0603 1.069
0.06164 1.0676
0.06298 1.06616
0.06432 1.06469
0.06566 1.06319
0.067 1.06167
0.06834 1.06011
0.06968 1.05852
0.07102 1.0569
0.07236 1.05524
0.0737 1.05356
0.07504 1.05185
0.07638 1.05011
0.07772 1.04833
0.07906 1.04653
0.0804 1.04469
0.08174 1.04283
0.08308 1.04093
0.08442 1.039
0.08576 1.03705
0.0871 1.03506
0.08844 1.03304
0.08978 1.03099
0.09112 1.02892
0.09246 1.02681
0.0938 1.02467
0.09514 1.0225
0.09648 1.0203
0.09782 1.01807
0.09916 1.01582
0.1005 1.01353
0.10184 1.01121
0.10318 1.00886
0.10452 1.00648
0.10586 1.00407
0.1072 1.00164
0.10854 0.999168
0.10988 0.99667
0.11122 0.994144
0.11256 0.991587
0.1139 0.989001
0.11524 0.986386
0.11658 0.983741
0.11792 0.981067
0.11926 0.978364
0.1206 0.975631
0.12194 0.972869
0.12328 0.970078
0.12462 0.967258
0.12596 0.964409
0.1273 0.96153
0.12864 0.958623
0.12998 0.955687
0.13132 0.952722
0.13266 0.949729
0.134 0.946707
0.13534 0.943656
0.13668 0.940576
0.13802 0.937468
0.13936 0.934332
0.1407 0.931167
0.14204 0.927974
0.14338 0.924753
0.14472 0.921503
0.14606 0.918226
0.1474 0.91492
0.14874 0.911586
0.15008 0.908225
0.15142 0.904835
0.15276 0.901418
0.1541 0.897974
0.15544 0.894501
0.15678 0.891001
0.15812 0.887474
0.15946 0.883919
0.1608 0.880337
0.16214 0.876728
0.16348 0.873091
0.16482 0.869428
0.16616 0.865738
0.1675 0.86202
0.16884 0.858276
0.17018 0.854505
0.17152 0.850708
0.17286 0.846884
0.1742 0.843033
0.17554 0.839156
0.17688 0.835253
0.17822 0.831324
0.17956 0.827368
0.1809 0.823387
0.18224 0.81938
0.18358 0.815346
0.18492 0.811288
0.18626 0.807203
0.1876 0.803093
0.18894 0.798958
0.19028 0.794797
0.19162 0.790611
0.19296 0.7864
0.1943 0.782163
0.19564 0.777902
0.19698 0.773616
0.19832 0.769306
0.19966 0.764971
0.201 0.760611
0.20234 0.756227
0.20368 0.751819
0.20502 0.747386
0.20636 0.74293
0.2077 0.73845
0.20904 0.733945
0.21038 0.729417
0.21172 0.724866
0.21306 0.720291
0.2144 0.715693
0.21574 0.711071
0.21708 0.706427
0.21842 0.701759
0.21976 0.697069
0.2211 0.692356
0.22244 0.68762
0.22378 0.682862
0.22512 0.678081
0.22646 0.673279
0.2278 0.668454
0.22914 0.663607
0.23048 0.658739
0.23182 0.653848
0.23316 0.648937
0.2345 0.644003
0.23584 0.639049
0.23718 0.634073
0.23852 0.629077
0.23986 0.624059
0.2412 0.619021
0.24254 0.613963
0.24388 0.608884
0.24522 0.603784
0.24656 0.598665
0.2479 0.593525
0.24924 0.588366
0.25058 0.583187
0.25192 0.577988
0.25326 0.57277
0.2546 0.567533
0.25594 0.562277
0.25728 0.557002
0.25862 0.551708
0.25996 0.546395
0.2613 0.541065
0.26264 0.535715
0.26398 0.530348
0.26532 0.524963
0.26666 0.519559
0.268 0.514139
0.26934 0.5087
0.27068 0.503245
0.27202 0.497772
0.27336 0.492283
0.2747 0.486776
0.27604 0.481253
0.27738 0.475713
0.27872 0.470158
0.28006 0.464586
0.2814 0.458998
0.28274 0.453394
0.28408 0.447775
0.28542 0.44214
0.28676 0.43649
0.2881 0.430825
0.28944 0.425145
0.29078 0.419451
0.29212 0.413742
0.29346 0.408018
0.2948 0.402281
0.29614 0.396529
0.29748 0.390764
0.29882 0.384985
0.30016 0.379193
0.3015 0.373387
0.30284 0.367569
0.30418 0.361737
0.30552 0.355893
0.30686 0.350037
0.3082 0.344168
0.30954 0.338287
0.31088 0.332394
0.31222 0.32649
0.31356 0.320574
0.3149 0.314647
0.31624 0.308709
0.31758 0.30276
0.31892 0.2968
0.32026 0.29083
0.3216 0.284849
0.32294 0.278858
0.32428 0.272858
0.32562 0.266848
0.32696 0.260828
0.3283 0.254799
0.32964 0.248761
0.33098 0.242714
0.33232 0.236658
0.33366 0.230594
0.335 0.224522
0.33634 0.218441
0.33768 0.212353
0.33902 0.206257
0.34036 0.200154
0.3417 0.194043
0.34304 0.187926
0.34438 0.181802
0.34572 0.175671
0.34706 0.169534
0.3484 0.16339
0.34974 0.157241
0.35108 0.151086
0.35242 0.144925
0.35376 0.13876
0.3551 0.132589
0.35644 0.126413
0.35778 0.120232
0.35912 0.114048
0.36046 0.107858
0.3618 0.101665
0.36314 0.0954685
0.36448 0.0892681
0.36582 0.0830643
0.36716 0.0768573
0.3685 0.0706474
0.36984 0.0644349
0.37118 0.0582198
0.37252 0.0520025
0.37386 0.0457832
0.3752 0.039562
0.37654 0.0333392
0.37788 0.027115
0.37922 0.0208896
0.38056 0.0146633
0.3819 0.00843621
0.38324 0.00220863
0.38458 -0.00401924
0.38592 -0.0102472
0.38726 -0.016475
0.3886 -0.0227024
0.38994 -0.0289293
0.39128 -0.0351554
0.39262 -0.0413804
0.39396 -0.0476042
0.3953 -0.0538266
0.39664 -0.0600473
0.39798 -0.0662661
0.39932 -0.0724828
0.40066 -0.0786971
0.402 -0.0849089
0.40334 -0.0911179
0.40468 -0.097324
0.40602 -0.103527
0.40736 -0.109726
0.4087 -0.115922
0.41004 -0.122114
0.41138 -0.128302
0.41272 -0.134485
0.41406 -0.140664
0.4154 -0.146839
0.41674 -0.153008
0.41808 -0.159173
0.41942 -0.165331
0.42076 -0.171485
0.4221 -0.177632
0.42344 -0.183774
0.42478 -0.189909
0.42612 -0.196038
0.42746 -0.20216
0.4288 -0.208276
0.43014 -0.214384
0.43148 -0.220485
0.43282 -0.226579
0.43416 -0.232664
0.4355 -0.238742
0.43684 -0.244812
0.43818 -0.250874
0.43952 -0.256927
0.44086 -0.262971
0.4422 -0.269006
0.44354 -0.275032
0.44488 -0.281049
0.44622 -0.287056
0.44756 -0.293054
0.4489 -0.299041
0.45024 -0.305019
0.45158 -0.310986
0.45292 -0.316942
0.45426 -0.322888
0.4556 -0.328822
0.45694 -0.334746
0.45828 -0.340658
0.45962 -0.346559
0.46096 -0.352448
0.4623 -0.358324
0.46364 -0.364189
0.46498 -0.370042
0.46632 -0.375881
0.46766 -0.381708
0.469 -0.387523
0.47034 -0.393324
0.47168 -0.399112
0.47302 -0.404886
0.47436 -0.410646
0.4757 -0.416393
0.47704 -0.422126
0.47838 -0.427844
0.47972 -0.433548
0.48106 -0.439238
0.4824 -0.444913
0.48374 -0.450572
0.48508 -0.456217
0.48642 -0.461846
0.48776 -0.46746
0.4891 -0.473058
0.49044 -0.47864
0.49178 -0.484206
0.49312 -0.489756
0.49446 -0.49529
0.4958 -0.500807
0.49714 -0.506307
0.49848 -0.51179
0.49982 -0.517257
0.50116 -0.522706
0.5025 -0.528137
0.50384 -0.533552
0.50518 -0.538948
0.50652 -0.544326
0.50786 -0.549687
0.5092 -0.555029
0.51054 -0.560353
0.51188 -0.565658
0.51322 -0.570945
0.51456 -0.576212
0.5159 -0.581461
0.51724 -0.58669
0.51858 -0.591901
0.51992 -0.597091
0.52126 -0.602262
0.5226 -0.607414
0.52394 -0.612545
0.52528 -0.617656
0.52662 -0.622747
0.52796 -0.627818
0.5293 -0.632868
0.53064 -0.637897
0.53198 -0.642906
0.53332 -0.647894
0.53466 -0.65286
0.536 -0.657805
0.53734 -0.662729
0.53868 -0.667632
0.54002 -0.672512
0.54136 -0.677371
0.5427 -0.682208
0.54404 -0.687023
0.54538 -0.691816
0.54672 -0.696587
0.54806 -0.701335
0.5494 -0.70606
0.55074 -0.710763
0.55208 -0.715443
0.55342 -0.7201
0.55476 -0.724734
0.5561 -0.729344
0.55744 -0.733932
0.55878 -0.738495
0.56012 -0.743036
0.56146 -0.747552
0.5628 -0.752045
0.56414 -0.756514
0.56548 -0.760959
0.56682 -0.765379
0.56816 -0.769776
0.5695 -0.774148
0.57084 -0.778495
0.57218 -0.782818
0.57352 -0.787116
0.57486 -0.79139
0.5762 -0.795638
0.57754 -0.799861
0.57888 -0.80406
0.58022 -0.808233
0.58156 -0.81238
0.5829 -0.816502
0.58424 -0.820599
0.58558 -0.82467
0.58692 -0.828715
0.58826 -0.832735
0.5896 -0.836728
0.59094 -0.840696
0.59228 -0.844637
0.59362 -0.848552
0.59496 -0.852441
0.5963 -0.856303
0.59764 -0.860139
0.59898 -0.863948
0.60032 -0.867731
0.60166 -0.871486
0.603 -0.875215
0.60434 -0.878917
0.60568 -0.882592
0.60702 -0.88624
0.60836 -0.889861
0.6097 -0.893454
0.61104 -0.89702
0.61238 -0.900559
0.61372 -0.90407
0.61506 -0.907554
0.6164 -0.91101
0.61774 -0.914438
0.61908 -0.917838
0.62042 -0.921211
0.62176 -0.924555
0.6231 -0.927871
0.62444 -0.93116
0.62578 -0.93442
0.62712 -0.937652
0.62846 -0.940855
0.6298 -0.944031
0.63114 -0.947177
0.63248 -0.950296
0.63382 -0.953385
0.63516 -0.956446
0.6365 -0.959479
0.63784 -0.962482
0.63918 -0.965457
0.64052 -0.968403
0.64186 -0.97132
0.6432 -0.974208
0.64454 -0.977067
0.64588 -0.979896
0.64722 -0.982697
0.64856 -0.985468
0.6499 -0.98821
0.65124 -0.990923
0.65258 -0.993606
0.65392 -0.99626
0.65526 -0.998884
0.6566 -1.00148
0.65794 -1.00404
0.65928 -1.00658
0.66062 -1.00909
0.66196 -1.01156
0.6633 -1.01401
0.66464 -1.01642
